id-berita,url,content per paragraf,content_stopwords
256,https://tekno.sindonews.com/read/715303/776/gandeng-senayan-city-biznet-gelar-sentra-vaksinasi-booster-untuk-masyarakat-1647493407,"“Selain masyarakat umum, kami juga mengajak pelanggan Biznet, karyawan Biznet serta rekan media untuk ikut berpartisipasi dalam pelaksanaan vaksinasi booster ini. Selain itu, Biznet juga menyediakan layanan Internet WiFi gratis yang dapat digunakan oleh peserta vaksinasi selama menunggu giliran untuk divaksin. Dan juga selama acara berlangsung tentu kami tetap menerapkan protokol kesehatan,” tutup Adi. Terus dukung dan jadilah bagian dalam program Pemerintah DKI Jakarta dengan #SUKSESKANVAKSINASI #JAKARTATANGGAPCORONA #BERSAMAKITABISA #JAKARTABANGKIT.",masyarakat ajak langgan biznet karyawan biznet rekan media partisipasi laksana vaksinasi booster biznet sedia layan internet wifi gratis vaksinasi tunggu gilir vaksin acara langsung terap protokol sehat tutup adi dukung program perintah dki jakarta sukseskanvaksinasi jakartatanggapcorona bersamakitabisa jakartabangkit
260,https://tekno.sindonews.com/read/702041/776/asus-expertbook-b5-flip-adalah-laptop-convertible-untuk-pebisnis-yang-dinamis-1646291011,"Layar Convertible. ASUS ExpertBook B5 Flip (B5302F) hadir dengan desain convertible, artinya layarnya dapat diputar hingga 360° dan memungkinkan pengoperasian dalam mode tablet. Selain telah mendukung fitur touchscreen, layar ExpertBook B5 Flip (B5302F) yang memiliki ukuran 13-inci tersebut juga hadir dengan screen-to-body ratio hingga 78% serta color gamut 100% sRGB. Fleksibilitas merupakan keunggulan utama pada layar ExpertBook B5 Flip (B5302F).",layar convertible asus expertbook b flip bf hadir desain convertible arti layar putar operasi mode tablet dukung fitur touchscreen layar expertbook b flip bf milik ukur -inci hadir screen-to-body ratio color gamut srgb fleksibilitas rupa unggul utama layar expertbook b flip bf
260,https://tekno.sindonews.com/read/702041/776/asus-expertbook-b5-flip-adalah-laptop-convertible-untuk-pebisnis-yang-dinamis-1646291011,ASUS merancang ExpertBook B5 Flip (B5302F) sebagai perangkat yang memudahkan berbagai urusan bisnis penggunanya. Untuk itulah laptop ini dilengkapi dengan teknologi Two-Way AI Noise-Cancelling. Teknologi tersebut memungkinkan suara bising di sekitar pengguna ExpertBook B5 Flip (B5302F) dapat diredam sehingga sesi online meeting dapat selalu berjalan dengan lancar. Teknologi Two-Way AI Noise-Cancelling juga memungkinkan pengguna ExpertBook B5 Flip (B5302F) untuk melakukan online meeting di tempat bising seperti bandara saat sedang melakukan perjalanan bisnis.,asus rancang expertbook b flip bf perangkat mudah urus bisnis laptop lengkap teknologi two-way ai noise-cancelling teknologi suara bising expertbook b flip bf redam sesi online meeting jalan lancar teknologi two-way ai noise-cancelling expertbook b flip bf laku online meeting bising bandara laku jalan bisnis
261,https://tekno.sindonews.com/read/695193/776/teknologi-heat-transfer-s22-series-5g-tidak-mudah-panas-1645668163,"Teknologi smartphone saat ini terus berkembang pesat dan punya fungsi serba bisa dan punya kemampuan mumpuni untuk mendukung berbagai aktivitas harian. Bisa untuk membuat konten berkualitas untuk media sosial hingga membantu menyelesaikan pekerjaan. Nah, Samsung Galaxy S22 Series 5G hadir untuk menjawab semua kebutuhan kamu dengan sejumlah fitur terbaik. Galaxy S22 Series 5G sudah didukung dengan chipset terbaru yang tak hanya powerful, namun juga mendukung jaringan 5G yang ada di Indonesia. Konektivitas 5G sendiri bakal berikan banyak benefit kepada pengguna Galaxy S22 Series 5G. Kecepatan unduh (download) dan unggah (upload) lebih cepat membuat kreator konten bisa mengirimkan video dalam resolusi 4K secara instan.",teknologi smartphone kembang pesat fungsi serba mumpuni dukung aktivitas konten kualitas media sosial bantu selesai kerja samsung galaxy s series g hadir butuh fitur galaxy s series g dukung chipset powerful dukung jaring g indonesia konektivitas g ikan benefit galaxy s series g cepat unduh download unggah upload cepat kreator konten kirim video resolusi k instan
266,https://tekno.sindonews.com/read/684945/776/abadikan-momen-valentine-dengan-samsung-s-series-berbasis-al-1644750151,"Menjelang Hari Valentine, Samsung Electronics memperkenalkan produk terbaru mereka. Di antaranya Samsung Galaxy S22 5G dan S22+ 5G pada Rabu, 9 Februari 2022, di Seoul, Korea Selatan. Produsen smartphone asal Korea Selatan itu mengklaim Samsung Galaxy S22 5G dan S22+ 5G mampu menciptakan, mengabadikan, dan membagikan momen terbaik dengan fitur kamera level pro berbasis AI di Galaxy S Series terbarunya.",jelang valentine samsung electronics kenal produk samsung galaxy s g s g rabu februari seoul korea selatan produsen smartphone korea selatan klaim samsung galaxy s g s g cipta abadi momen fitur kamera level pro basis ai galaxy s series
269,https://tekno.sindonews.com/read/673687/776/epson-luncurkan-printer-tekstil-monna-lisa-evo-tre-16-di-bajukertas-co-1643713323,"“Saat ini kan industri fashion bergerak sangat cepat. Kalau dulu produk fashion ini diproduksi per musim, sekarang bisa dua kali dalam sepekan mereka produksi keluaran terbarunya. Otomatis dari sisi produksi kami harus bisa mengikuti tren dan ekspektasi market yang begitu cepat. Produksi secara digital ini menjadi solusi untuk kami,” ujar Yoga. Perangkat lunak Epson Edge Print Textile RIP yang dijalankan pada printer Monna Lisa pun dikembangkan sendiri sebagai bagian dari Total Textile Solution. Hal ini menjadi dukungan holistik bagi pelanggan untuk pra-perawatan, printer, tinta, peralatan insidental, instalasi, dan layanan Epson sendiri.",industri fashion gerak cepat produk fashion produksi musim kali pekan produksi otomatis sisi produksi tren ekspektasi market cepat produksi digital solusi yoga perangkat lunak epson edge print textile rip jalan printer monna lisa kembang total textile solution dukung holistik langgan pra-perawatan printer tinta alat insidental instalasi layan epson
271,https://tekno.sindonews.com/read/655545/776/6-merk-laptop-terbaik-untuk-mahasiswa-harga-murah-spesifikasi-melimpah-1642050071,"4. Laptop Lenovo Yoga C930 Laptop Lenovo Yoga C930 menjadi laptop berikutnya yang masuk dalam jajaran merk laptop terbaik 2022 yang cocok untuk mahasiswa dan juga pelajar. Laptop kelas premium Lenovo ini menghadirkan 3 pilihan mode pemakaian yakni mode tablet garaged pen, mode tent dan mode stand yang dapat diputar 360 derajat. Laptop hybrid pabrikan Lenovo ini dibekali dengan layar Touchscreen sebesar 13.9 inchi full HD 1920 x 1080 piksel atau 4K 3840 x 2160 piksel menjanjikan tampilan layar begitu jernih dan ciamik. Sedangkan sisi kinerja ditopang oleh prosesor Intel core i7 8th Gen, kapasitas RAM jumbo 16GB serta internal memory hingga 2TB SSD. Laptop terbaik Lenovo Yoga C930 memiliki dimensi 32.2 cm x 22.7 cm x 1.45 cm serta bobot yang ringan hanya 1.38 kg yang mudah dibawa kemana saja. Laptop dengan desain mewah, fitur melimpah serta bobot ringan yang perfect untuk para makasiswa dan pelajar masa kini.",laptop lenovo yoga c laptop lenovo yoga c laptop masuk jajar merk laptop cocok mahasiswa ajar laptop kelas premium lenovo hadir pilih mode pakai mode tablet garaged pen mode tent mode stand putar derajat laptop hybrid pabrikan lenovo bekal layar touchscreen inchi full hd x piksel k x piksel janji tampil layar jernih ciamik sisi kerja topang prosesor intel core i th gen kapasitas ram jumbo gb internal memory tb ssd laptop lenovo yoga c milik dimensi cm x cm x cm bobot ringan kg mudah bawa laptop desain mewah fitur limpah bobot ringan perfect makasiswa ajar
272,https://tekno.sindonews.com/read/653809/776/ini-10-tren-teknologi-terdepan-prediksi-alibaba-1641891691,"#8 Perceptive Soft Robotic Tidak seperti robot konvensional pada umumnya, perceptive soft robotic adalah robot dengan tubuh yang fleksibel secara fisik dan kepekaan yang mengalami peningkatan pada tekanan, penglihatan, dan suara. Robot-robot ini memanfaatkan teknologi canggih seperti fleksibel pada elektronika, materi tubuh yang bebas tekanan, dan AI, yang memungkinkan robot-robot itu melakukan aktivitas khusus dan kompleks serta melakukan penyesuain bentuk agar adaptif dengan lingkungan fisik yang berbeda. Kemunculan perceptive soft robotic akan mengubah arah industri manufaktur, dari produksi massal produk terstandarisasi menjadi produk khusus dalam jumlah kecil. Dalam lima tahun ke depan, perceptive soft robotic akan menggantikan robot konvensional di industri manufaktur dan membuka jalan bagi penggunaan service robot yang lebih luas dalam kehidupan sehari-hari.",perceptive soft robotic robot konvensional perceptive soft robotic robot tubuh fleksibel fisik peka alam tingkat tekan lihat suara robot manfaat teknologi canggih fleksibel elektronika materi tubuh bebas tekan ai robot laku aktivitas khusus kompleks laku penyesuain bentuk adaptif lingkung fisik beda muncul perceptive soft robotic ubah arah industri manufaktur produksi massal produk standar produk khusus perceptive soft robotic ganti robot konvensional industri manufaktur buka jalan service robot luas hidup
274,https://tekno.sindonews.com/read/638045/776/asus-expertbook-b7-flip-b7402-laptop-5g-convertible-premium-untuk-bisnis-1640329976,"ASUS meluncurkan laptop seri konvertibel 2-in-1 untuk segmen bisnis. Hadir dalam wujud ExpertBook B7 Flip (B7402), laptop ini merupkana laptop lipat premium kelas enterprise yang didesain untuk mengakselerasikan bisnis Anda. Dengan laptop yang satu ini, produktivitas saat bepergian lebih mudah dari sebelumnya dengan koneksi data secepat kilat yang juga berfungsi ganda sebagai jaringan aman pribadi, memungkinkan semua orang bekerja tanpa batas. Desain 360 derajat flippable juga menghilangkan batasan tradisional untuk menyediakan lingkungan kerja yang imersif untuk semua kebutuhan bisnis. Artinya, ExpertBook B7 Flip siap membantu setiap organisasi mempercepat produktivitas, pertumbuhan, dan meraih keberhasilan.",asus luncur laptop seri konvertibel -in- segmen bisnis hadir wujud expertbook b flip b laptop merupkana laptop lipat premium kelas enterprise desain akselerasi bisnis laptop produktivitas pergi mudah koneksi data cepat kilat fungsi ganda jaring aman pribadi orang kerja batas desain derajat flippable hilang batas tradisional sedia lingkung kerja imersif butuh bisnis arti expertbook b flip bantu organisasi cepat produktivitas tumbuh raih hasil
275,https://tekno.sindonews.com/read/635979/776/yuk-beri-kado-produk-ekosistem-terbaik-xiaomi-untuk-ibu-1640157127,"Rangkaian produk ekosistem yang ditawarkan oleh Xiaomi bisa jadi pilihan menarik bagi kamu yang ingin memberi kado terbaik buat ibu. Rangkaian produk ekosistem Xiaomi ini sangat menyenangkan untuk memanjakan diri saat menikmati liburan akhir tahun di rumah saja. Xiaomi Indonesia menyodorkan tiga kategori untuk referensi kado untuk ibu, yakni ide produk menyambut resolusi tahun baru, perangkat untuk menemani pergantian tahun, dan ide kado tahun baru untuk rumah yang nyaman.",rangkai produk ekosistem tawar xiaomi pilih tarik kado rangkai produk ekosistem xiaomi senang manja nikmat libur rumah xiaomi indonesia sodor kategori referensi kado ide produk sambut resolusi perangkat teman ganti ide kado rumah nyaman
278,https://tekno.sindonews.com/read/624421/776/asus-expertbook-b9400-laptop-bisnis-premium-dengan-daya-tahan-baterai-20-jam-1639123972,"Agar cukup kuat untuk semua perjalanan Anda, ExpertBook B9 dibangun secara kokoh dengan paduan magnesium-lithium dan penguatan struktural untuk meningkatkan kekuatan sasis. Laptop ini memenuhi tes militer AS MIL-STD 810H tingkat berikutnya dan terdepan di industri, yang lebih ketat dan menuntut daripada sebelumnya. Laptop ini juga menjalani pengujian internal yang ketat termasuk uji tekanan panel, guncangan dan jatuh untuk memastikan daya tahan, jadi tidak perlu khawatir tentang benturan dan benturan sehari-hari.",kuat jalan expertbook b bangun kokoh padu magnesium-lithium kuat struktural tingkat kuat sasis laptop penuh tes militer as mil-std h tingkat industri ketat tuntut laptop jalan uji internal ketat masuk uji tekan panel guncang jatuh daya tahan khawatir bentur bentur
278,https://tekno.sindonews.com/read/624421/776/asus-expertbook-b9400-laptop-bisnis-premium-dengan-daya-tahan-baterai-20-jam-1639123972,"Audio Khusus untuk Online Conference. ASUS ExpertBook B9400 hadir dengan speaker yang telah mendapatkan sertifikasi dari Harman / Kardon. Selain memiliki kualitas suara yang sangat baik, speaker pada ExpertBook B9400 juga telah dilengkapi dengan fitur Smart Amps Chip. Fitur tersebut memungkinkan speaker dapat mengontrol frekuensi suara secara cerdas sehingga mencegah kerusakan fisik pada speaker. ExpertBook B9400 juga hadir dengan mikrofon yang dirancang khusus untuk kegiatan video conference. ExpertBook B9400 memiliki empat mikrofon yang ditempatkan secara khusus dan dilengkapi dengan 360-degree far field yang memungkinkannya untuk merekam suara lebih jelas. Mikrofon di ExpertBook B9400 dilengkapi dengan teknologi AI Noise Cancelling yang memungkinkan suara di sekitar dapat diredam sehingga tidak mengganggu sesi online conference Anda.",audio khusus online conference asus expertbook b hadir speaker sertifikasi harman kardon milik kualitas suara speaker expertbook b lengkap fitur smart amps chip fitur speaker kontrol frekuensi suara cerdas cegah rusak fisik speaker expertbook b hadir mikrofon rancang khusus giat video conference expertbook b milik mikrofon khusus lengkap -degree far field rekam suara mikrofon expertbook b lengkap teknologi ai noise cancelling suara redam ganggu sesi online conference
278,https://tekno.sindonews.com/read/624421/776/asus-expertbook-b9400-laptop-bisnis-premium-dengan-daya-tahan-baterai-20-jam-1639123972,"Kombinasi keduanya dipadukan dengan performa prosesor 11th Gen Intel Core membuat ExpertBook B9400 dapat memproses data dan menjalankan berbagai aplikasi penunjang bisnis dengan sangat gesit. ExpertBook B9400 pun dapat diandalkan sepanjang waktu. ExpertBook B9400 juga merupakan laptop yang tervalidasi Intel EVO, yang menandakan bahwa laptop ini memenuhi standar kualifikasi dari Intel sebagai laptop modern. Beberapa persyaratan yang harus dipenuhi oleh sebuah laptop untuk memenuhi validasi Intel EVO di antaranya adalah performa gesit dan responsif ditenagai oleh prosesor 11th Gen Intel Core, memiliki daya tahan baterai minimal 10 jam, serta dilengkapi dengan konektivitas modern seperti Thunderbolt 4 dan WiFi 6. Tentu saja ExpertBook B9400 memiliki semua itu.",kombinasi padu performa prosesor th gen intel core expertbook b proses data jalan aplikasi tunjang bisnis gesit expertbook b andal expertbook b rupa laptop tervalidasi intel evo tanda laptop penuh standar kualifikasi intel laptop modern syarat penuh buah laptop penuh validasi intel evo performa gesit responsif tenaga prosesor th gen intel core milik daya tahan baterai minimal jam lengkap konektivitas modern thunderbolt wifi expertbook b milik
283,https://tekno.sindonews.com/read/601229/776/spektakuler-huawei-watch-gt-3-dengan-harmonyos-menjadi-smartwatch-terlaris-dalam-satu-minggu-pasca-peluncuran-1637061074,"Patrick Ru, Country Head Huawei CBG Indonesia menyatakan produk ini dirancang untuk membuat hidup lebih mudah dan lebih nyaman bagi konsumen, serta membantu mereka mencapai tujuan kebugaran menggunakan data ilmiah. “Pemantauan kesehatan dan kebugaran selalu menjadi salah satu kekuatan inti perangkat wearable kami dan kali ini, Huawei menyediakan peningkatan komprehensif untuk seri GT, dengan tambahan TruSeen 5.0+ yang baru,” kata Patrick Ru.Dengan fitur dan akurasinya, HUAWEI WATCH GT 3 cocok untuk pengguna smartwatch baru dan untuk pengguna dengan aktivitas workout progresif. Dengan data yang tercatat secara akurat di jam tangan pintar ini, pengguna akan semakin termotivasi untuk meningkatkan kinerja latihan serta lebih memahami kondisi tubuh.",patrick ru country head huawei cbg indonesia nyata produk rancang hidup mudah nyaman konsumen bantu capai tuju bugar data ilmiah pantau sehat bugar salah kuat inti perangkat wearable kali huawei sedia tingkat komprehensif seri gt truseen patrick ru fitur akurasi huawei watch gt cocok smartwatch aktivitas workout progresif data catat akurat jam tangan pintar motivasi tingkat kerja latih paham kondisi tubuh
283,https://tekno.sindonews.com/read/601229/776/spektakuler-huawei-watch-gt-3-dengan-harmonyos-menjadi-smartwatch-terlaris-dalam-satu-minggu-pasca-peluncuran-1637061074,"7 Fitur HUAWEI WATCH GT 3 pendukung Kesehatan: 1. Pantau Detak Jantung. Anda Memantau detak jantung Anda dapat memberikan wawasan tentang tingkat kebugaran, kesehatan jantung, dan kesehatan emosional Anda. HUAWEI WATCH GT 3 menghadirkan teknologi pemantauan detak jantung HUAWEI TruSeenTM 5.0+ yang baru. Teknologi ini mengadopsi delapan sensor foto dalam tata letak melingkar, dua set sumber cahaya untuk menerima sinyal cahaya dan desain melengkung untuk mewujudkan penetrasi cahaya yang lebih baik, konsumsi daya yang lebih rendah, dan pengalaman memakai yang lebih nyaman.",fitur huawei watch gt dukung sehat pantau detak jantung pantau detak jantung wawas tingkat bugar sehat jantung sehat emosional huawei watch gt hadir teknologi pantau detak jantung huawei truseentm teknologi adopsi delapan sensor foto tata letak lingkar set sumber cahaya terima sinyal cahaya desain lengkung wujud penetrasi cahaya konsumsi daya rendah alam pakai nyaman
