url,content per paragraf,label-positif,label-persuasif,label-produk,perspektif-tunggal,labels,true label,predicted label
https://tekno.sindonews.com/read/755881/776/epson-resmikan-solution-center-indonesia-lot-304-showcase-produk-epson-terlengkap-di-indonesia-1651046698,"2. Business Inkjet Printer (BIJ) Epson Businiess Inkjet Printer. BIJ hadir dengan kualitas yang luar biasa, kecepatan sangat cepat , handal dan kinerja yang optimal untuk memenuhi kebutuhan bisnis. Printer inkjet yang menggunakan daya yang lebih kecil dari printer laser lainnya dan ramah lingkungan serta hemat biaya.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/755881/776/epson-resmikan-solution-center-indonesia-lot-304-showcase-produk-epson-terlengkap-di-indonesia-1651046704,"10. Robot Solution Epson. Ini adalah pemimpin global dalam teknologi robotika, dengan kombinasi kinerja tinggi dan kemudahaan pengoperasian yang tak tertandingi. Robot Epson membawa produktivitas tinggi manufaktur otomatis yang terus berkembang pada berbagai industry di seluruh dunia. Jajaran produk – produk tersebut dapat dijumpai di showroom New Epson Solution Center sebagai produk unggulan yang dapat menjadi pilihan konsumen. Epson Solution Center LOT 304 akan mulai beroperasi pada tanggal 29 Maret 2022 dari hari Senin – Jumat pukul 08.00 sampai dengan 16.00 WIB. Para pengunjung dapat menikmati kenyamanan serta fasilitas professional yang diberikan. PT. Epson Indonesia kini memasarkan produk printer SIDM (Dot Matrix), Inkjet, Laser, LFP termasuk consumablesnya, dan produk-produk lain seperti scanner, dan proyektor. Silakan kunjungi situs kami epson.co.id.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/755869/776/urusan-navigasi-saat-mudik-oppo-a96-siap-menjadi-pilihan-1651046663,"Google Maps sendiri menawarkan fitur navigasi yang lengkap. Lewat aplikasi ini kita bisa mendapat informasi rute-rute jalan hingga informasi lalu lintas di sekitar secara real time. Google Maps bisa mengetahui mana rute yang macet dan lancar. Selain itu, Google Maps juga menghadirkan fitur asisten suara yang bisa menunjukan arah jalan secara akurat. Aplikasi yang satu ini juga menghadirkan informasi yang tak kalah penting lainnya, seperti restoran, rumah ibadah, hingga pom bensin terdekat.",1,1,0,0,1,1,1
https://tekno.sindonews.com/read/755869/776/urusan-navigasi-saat-mudik-oppo-a96-siap-menjadi-pilihan-1651046664,"Salah satu smartphone dengan baterai berkapasitas besar yang tersedia di pasaran adalah OPPO A96. OPPO A96 sendiri dibekali baterai 5.000mAh yang sudah mendukung teknologi pengisian daya cepat 33W SUPERVOOCTM. Dengan dukungan teknologi pengisian baterai tersebut, OPPO A96 dapat terisi 55 persen dalam waktu 30 menit dan mengisi penuh hingga 100 persen hanya dalam waktu satu jam. Smartphone juga disertai fitur Super Power Saving Mode untuk memperpanjang masa pakai baterai.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/753737/776/thr-cair-ini-rekomendasi-smartphone-oppo-a-series-yang-bisa-dibeli-1650877498,"2. OPPO A76. Oppo A76 sendiri mengusung layar HD berukuran 6,56 inci dengan screen-to-body ratio sebesar 89,9 persen. Layar ini juga sudah mendukung refresh rate 90Hz. Untuk menopang kebutuhan fotografi, Oppo A76 dilengkapi dengan dua kamera belakang yang terdiri dari kamera utama 13MP dan kamera portrait 2MP. Selain itu ada juga kamera selfie beresolusi 8MP. Di sektor dapur pacu, mengandalkan prosesor Snapdragon 680 yang dipadu dengan RAM 6GB dan memori internal 128GB. Menariknya, baik RAM dan memori internalnya ini dapat diperluas. Baterainya berkapasitas 5000mAh dan sudah mendukung pengisian daya cepat 33W SUPERVOOC. Sistem operasinya berjalan di Android 12 dengan antarmuka ColorOS 11. Untuk ketersediaan warnanya sendiri ada dua pilihan, yakni Glowing Blue dan Glowing Black. Oppo A76 tersedia di pasar Indonesia mulai hari ini dengan harga Rp3.399.000.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/753737/776/thr-cair-ini-rekomendasi-smartphone-oppo-a-series-yang-bisa-dibeli-1650877499,"3. OPPO A55. OPPO A55 hadir membawa layar berukuran 6,51 inci yang telah dilengkapi dengan fitur All-day Eye Care untuk melindungi mata pengguna ketika menatap layar smartphone dalam waktu yang cukup lama. Di sektor fotografi, OPPO A55 mengandalkan kamera AI Triple HD dengan konfigurasi True 50MP AI Camera, 2MP kamera bokeh dan 2MP kamera makro. Tak hanya itu turut disertakan kamera selfie 16 MP dilengkapi fitur AI Beautification. Dalam menyokong performanya, OPPO A55 hadir dengan mengusung prosesor MediaTek Helio G35. Dipadukan dengan RAM 4GB dan penyimpanan internal 64GB. Untuk mendukung penggunaan seharian lebih, OPPO melengkapi A55 dengan baterai 5000mAh yang sudah dilengkapi 18 Watt Fast Charge yang dapat mengisi ulang perangkat 33% dalam waktu 30 menit. OPPO A55 tersedia salam dua pilihan warna Rainbow Blue dan Starry Black. Terkait harga, ponsel pintar baru itu dijual di Rp2,699,000.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/751033/776/ini-rekomendasi-smartphone-harga-kompetitif-dengan-fitur-canggih-1650618256,"5. Samsung Galaxy A03. Rekomendasi terakhir smartphone murah harga Rp 1 jutaan adalah Samsung Galaxy A03. Smartphone ini meluncur dengan membawa layar Infinity-V Display berukuran 6,5 inci dengan resolusi HD+. Samsung Galaxy A03 sendiri menyediakan dua kamera belakang yang mencakup kamera utama 48MP dan kamera depth 2MP. Selain itu, turut dihadirkan pula kamera selfie beresolusi 5MP. Smartphone kelas entry Samsung ini ditenagai prosesor Unisoc T606 octa-core 1.6GHz yang disandingkan dengan RAM 3GB dan 4GB. Untuk dayanya dipasok daei baterai berkapasitas 5000mAh yang didukung pengisian 7,75W. Harga: Samsung Galaxy A03 RAM 3/32GB - Rp 1,5 jutaan, Samsung Galaxy A03 RAM 4/64GB - Rp 1,7 jutaan.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/744779/776/mudahkan-data-penjualan-tersimpan-intip-keunggulan-aplikasi-kasir-online-di-era-digital-1650081881,"3. Kemudahan Melakukan Pengecekan Histori Transaksi Lebih Cepat. Dengan sistem kasir modern, pengecekan penjualan sebelumnya bisa Anda lakukan secara efisien. Pasalnya, hanya meng-klik satu tombol yang ada di aplikasi Kasir Online, maka sistem menunjukkan segala macam data penjualan yang tersimpan. Anda hanya perlu memilih tanggal waktu transaksi yang ada, dan semua data akan muncul secara otomatis. Penggunaan aplikasi semacam ini juga dinilai memberi value efisien. Pasalnya, transaksi yang dilakukan secara digital membuatnya lebih cepat. Alhasil, ketika pelanggan sedang ramai, maka bisa mempersingkat waktu dan menghindari antrian. Pencatatannya otomatis, maka menginput orderan dari pelanggan lebih aktual.",1,1,1,0,1,1,1
https://tekno.sindonews.com/read/742059/776/terabox-mendukung-pengunggahan-jarak-jauh-1649833481,"OneDrive. Microsoft OneDrive adalah salah satu layanan penyimpanan cloud yang paling populer di pasaran saat ini. Salah satu pilihan yang nyaman untuk bisnis dan individu yang sudah menggunakan Microsoft Office. Dengan OneDrive Basic, Anda akan mendapatkan ruang penyimpanan gratis 5GB dan akses web. Namun, penyimpanan 5GB sangat kecil sehingga hampir tidak ada orang yang dapat menggunakannya secara gratis dalam sebulan karena mereka harus membayar untuk mendapatkan lebih banyak ruang. Selain itu, orang-orang khawatir bahwa data mereka akan dipindai dan disita oleh Microsoft karena “konten yang tidak pantas“ dalam file OneDrive.",-1,1,1,0,1,1,1
https://tekno.sindonews.com/read/742059/776/terabox-mendukung-pengunggahan-jarak-jauh-1649833487,"Jika Anda ingin menggunakan fitur ini, TeraBox adalah toko serba ada Anda. Tidak ada pilihan yang lebih baik daripada TeraBox, yang memiliki antarmuka penyimpanan cloud yang mudah digunakan, keamanan terbaik, dan harga yang terjangkau. Penyimpanan cloud belum pernah ada seperti penyimpanan gratis 1024GB yang ditawarkan oleh TeraBox. Ini benar-benar gratis untuk diunduh, jadi tidak ada ruginya. Untuk informasi lebih lanjut, silakan kunjungi situs web kami: www.terabox.com.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/741011/776/huawei-resmi-luncurkan-huawei-matebook-d14-matebook-d15-laptop-dengan-desain-premium-untuk-produktivitas-serba-cepat-1649747106,"3. Serba Cepat: Log-In Kurang dari 5 Detik, Charging Hanya 15 Menit. Melalui fitur-fitur unik untuk mempercepat efektivitas belajar dan bekerja melalui perangkat lunak terkini, HUAWEI MateBook D14 & D15 hadir dengan pemindai sidik jari yang canggih dan mampu mempercepat durasi log-in penggunanya kurang dari 5 detik, solusi ini tentu sangat berguna bagi yang seringkali lupa kata kunci (password) atau PIN laptop. Serta mempercepat pengisian daya dengan Compact Charger type c yang dapat digunakan untuk berbagai perangkat. Kecepatan charging-nya juga cepat, dimana 15 menit charging memungkinkan penggunaan dasar hingga 2 jam.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/741011/776/huawei-resmi-luncurkan-huawei-matebook-d14-matebook-d15-laptop-dengan-desain-premium-untuk-produktivitas-serba-cepat-1649747111,"“Tidak hanya pada HUAWEI MateBook D14 dan MateBook D15 11th Generation, ke depannya Huawei juga akan memperluas dukungan fungsionalitas Super Device ke model-model PC terdahulu, dengan catatan penggunanya telah meng-upgrade HUAWEI PC Manager ke versi terbarunya. Selain itu, dalam waktu dekat, Huawei berencana terus menambahkan dukungan Super Device ke lebih banyak perangkat, sehingga dapat terus meningkatkan pengalaman pengguna, baik untuk bekerja maupun bermain,” tutup Patrick.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/734955/776/acer-aspire-vero-laptop-10-jutaan-yang-ramah-lingkungan-1649221473,"Laptop menjadi salah satu kebutuhan utama bagi Anda yang berkutat di dunia digital marketing dan sejenisnya. Berbagai merek pun hadir guna memenuhi berbagai kebutuhan. Di antara banyaknya merek laptop yang ada, Acer menjadi salah satu yang cukup populer di Tanah Air. Produsen komputer asal Taiwan ini menawarkan produk inovatif di pasaran Tanah Air.",0,0,1,1,1,1,1
https://tekno.sindonews.com/read/734955/776/acer-aspire-vero-laptop-10-jutaan-yang-ramah-lingkungan-1649221473,"Display Jernih Memanjakan Mata. Acer memang membuat laptop hijau Aspire Vero ini ramah lingkungan, meski begitu tidak meninggalkan berbagai komponen lainnya. Seperti halnya display, produk ini memiliki layar 15.6 dengan panel In-Place Switching atau IPS technology dan sudah memiliki resolusi Full HD. Sehingga saat digunakan untuk beraktivitas sangat jernih, kaya warna dan memanjakan mata. Baik itu bekerja atau hiburan, laptop besutan Acer ini bisa diandalkan. Dari segi audio, Acer mengusung teknologi Acer PurifiedVoice™ dan TrueHarmony™ yang membuat suara yang dihasilkan lebih jernih. Satu hal lagi, guna membuat penggunanya semakin nyaman juga ditambahkan fitur bernama Al Noise Reduction yang mengurangi berbagai noise, dari berbagai penjuru.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"Kehidupan modern yang serba cepat membuat durabilitas menjadi kata kunci dalam memilih laptop serba bisa yang tepat untuk mendukung kelancaran aktivitas di berbagai skenario. Bukan hanya tentang berapa lama usia laptop bertahan, namun juga tentang fitur dan keunggulan yang dimiliki untuk mampu membuat penggunanya menjadi lebih produktif dan efisien. Menjawab kebutuhan masyarakat untuk menunjang produktivitas yang lebih cepat dan tuntutan dinamisnya kehidupan masyarakat saat ini, Huawei akan menghadirkan dua laptop seri D terbarunya, HUAWEI MateBook D14 dan D15, ke pasar Indonesia pada 12 April 2022. HUAWEI MateBook D14 dan D15 akan hadir dengan desain premium, berbagai fitur pintar dan unik untuk meningkatkan produktivitas dan alur kerja yang lebih cepat.",0,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"HUAWEI MateBook D14 dan D15 hadir dengan desain yang ringan dan terbuat dari bahan aluminium sehingga laptop ini memiliki desain yang premium dan kokoh, yang cocok digunakan oleh siapapun untuk menunjang gaya hidup sehari-hari dengan perangkat laptop stylish. Kedua laptop ini juga mampu memberikan performa canggih berkat dukungan prosesor Intel® Core™ i5 generasi ke-11, yang merupakan perpaduan yang cocok untuk produktivitas serba cepat. Selain spesifikasi mumpuni, HUAWEI MateBook D14 dan D15 juga dilengkapi berbagai fitur cerdas unik yang benar-benar dapat meningkatkan kecepatan produktivitas.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"HUAWEI MateBook D14 dan D15 akan tersedia untuk pre-order pada 12 April 2022 mendatang dengan berbagai promo menarik. Pelanggan dapat memesan secara online di berbagai saluran penjualan online seperti Tokopedia, Shopee, BliBli.com, JD.ID, Eraspace.com, dan Datascrip. Selain itu, pelanggan bisa mendapatkan kedua laptop terbaru Huawei ini di HUAWEI High-End Experience Shop, erafone, dan Urban Republic.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"Menariknya, desain ramping tersebut tidak mengurangi konektivitas lintas periferal berkat serangkaian port yang disusun secara apik di kedua sisinya. Selain itu, kedua laptop ini memiliki berat yang ringan, HUAWEI MateBook D14 memiliki berat sebesar 1,38 kg dan HUAWEI MateBook D15 memiliki berat sebesar 1,56kg, yang cocok untuk menunjang kebutuhan masyarakat dengan mobilitas yang tinggi. Kedua laptop ini juga hadir dengan fitur keamanan mata Flicker-Free dan Low Bluelight yang tersertifikasi oleh TÜV Rheinland sehingga para pengguna akan tetap merasa nyaman dalam menggunakan laptop dan mengurangi ketegangan di mata pengguna walaupun di depan layar selama berjam-jam. Selain itu, laptop entry level ini juga memiliki tingkat keamanan yang lebih baik dengan recessed camera yang disematkan dalam keyboard, yang jarang ditemukan pada laptop dikelasnya.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"Akses Super Device berada di bagian tengah Control Panel, dikelilingi oleh deretan icon yang mewakili perangkat-perangkat Huawei lainnya. Cukup tarik icon perangkat Huawei yang diinginkan ke icon PC untuk mengaktifkan konektivitas berbagai kombinasi pasangan perangkat. Fungsi ini memungkinkan koneksi instan antar perangkat dalam ekosistem Huawei, termasuk di antaranya Bluetooth mouse, speaker nirkabel, dan masih banyak lainnya.",0,1,1,1,1,1,1
https://tekno.sindonews.com/read/733149/776/laptop-cakep-untuk-produktivitas-serba-cepat-huawei-matebook-d14-dan-d15-segera-meluncur-di-indonesia-1649063073,"Kolaborasi antar perangkat ini dapat digunakan untuk mendukung segala aktivitas pengguna dan meningkatkan efisiensi dan bekerja dengan lebih cepat. “Melalui kehadiran Super Device, Huawei akan menghilangkan hambatan antarperangkat untuk mewujudkan smart office yang memungkinkan semua perangkat kompatibel sebagai satu kesatuan. Dengan strategi ‘1+8+N’ yang mengedepankan integrasi menyeluruh untuk semua skenario, Huawei berkomitmen memperkuat ekosistem perangkatnya,” kata Patrick. Peluncuran HUAWEI MateBook D14, HUAWEI MateBook D15, dan HUAWEI MatePad pada 12 April 2022 pukul 14.00 WIB dapat disaksikan secara langsung di berbagai channel berikut yaitu HUAWEI Video, Vidio.com, Shopee Live, Facebook Live Huawei Mobile (ID), YouTube live Huawei Mobile Indonesia, dan Instagram @huaweimobileid.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/715303/776/gandeng-senayan-city-biznet-gelar-sentra-vaksinasi-booster-untuk-masyarakat-1647493407,"Pelaksanaan vaksinasi ini merupakan bagian dari Biznet Foundation, sebuah wadah yang didirikan khusus oleh Biznet untuk menjalankan program CSR sebagai bentuk kepedulian perusahaan kepada masyarakat dalam berbagai sektor, salah satunya kesehatan. Oleh karena itu, Senayan City dan Biznet berinisiatif untuk menyelenggarakan sentra vaksinasi yang dapat membantu program pemerintah untuk mempercepat memberikan vaksin secara merata, sehingga masyarakat Indonesia bisa segera bangkit dari pandemi Covid-19 ini.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/709767/776/rebahan-sambil-main-reward-zone-bisa-dapat-uang-setiap-hari-1646989415,"Main Teka-Teki Traveloka Cara lain menghasilkan uang bagi pecinta rebahan adalah main Teka-Teki Traveloka. Permainan ini mengandalkan pengetahuan banget, nih. Jadi, kamu perlu siap-siap untuk menjawab tujuh pertanyaan setiap topik. Setiap ronde terdiri atas empat topik. Untuk satu topik yang diselesaikan, kamu berkesempatan meraih hingga 1000 points.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/707921/776/asus-expertbook-b1400-laptop-powerful-untuk-umkm-dan-sekolah-1646834603,"ASUS mengumumkan ExpertBook B1400, laptop 14-inci yang dirancang khusus untuk memenuhi kebutuhan para pelaku UMKM, startup, hingga sekolah. Hadir dengan desain yang ringkas, ringan, dan sangat portabel, ExpertBook B1400 merupakan laptop yang tepat untuk memenuhi kebutuhan bisnis serta dapat juga diandalkan sebagai laptop operasional. Lini ExpertBook merupakan bukti dedikasi ASUS di bidang bisnis, korporasi, dan sektor pendidikan. ASUS ExpertBook B1400 kali ini tampil bukan hanya sebagai sekadar sebuah laptop, tetapi juga perangkat operasional yang selalu dapat diandalkan.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/707921/776/asus-expertbook-b1400-laptop-powerful-untuk-umkm-dan-sekolah-1646834603,ExpertBook B1400 juga dilengkapi dengan sistem dual-storage yang menggabungkan kecepatan dan kapasitas penyimpanan data. Sementara engsel khusus membuat layarnya dapat dibuka hingga 180⁰ sehingga memudahkan penggunanya untuk berbagi tampilan atau melakukan presentasi singkat kepada klien.,1,1,1,1,1,1,1
https://tekno.sindonews.com/read/707921/776/asus-expertbook-b1400-laptop-powerful-untuk-umkm-dan-sekolah-1646834603,"Menariknya, ExpertBook B1400 masih mengusung port VGA D-Sub sebagai fasilitas display output tambahan. Kehadiran port legacy tersebut bukan tanpa alasan, karena masih banyak perusahaan dan pelaku bisnis yang menggunakan perangkat lama yang memanfaatkan fasilitas konektivitas melalui port VGA D-Sub. Fleksibilitas merupakan keunggulan utama ASUS ExpertBook B1400. Pengguna ExpertBook B1400 juga dapat selalu terkoneksi berkat kehadiran modul WiFi 6. Tidak hanya itu, ASUS bahkan membekali ExpertBook B1400 dengan WiFi Master Technology. Teknologi eksklusif tersebut memungkinkan ExpertBook B1400 untuk dapat terkoneksi dengan router yang memiliki kualitas sinyal paling baik secara otomatis. Dengan demikian, pengguna ExpertBook B1400 dapat terus terkoneksi tanpa terganggu oleh kualitas sinyal.",1,1,1,1,1,1,1
https://tekno.sindonews.com/read/707921/776/asus-expertbook-b1400-laptop-powerful-untuk-umkm-dan-sekolah-1646834603,"Layarnya juga sudah mengantongi sertifikasi low-blue light emmission dari TÜV Rheinland. Artinya, layer ExpertBook B1400 memiliki tingkat radiasi cahaya biru yang sangat rendah dan aman untuk mata pada penggunaan jangka panjang. Tingkat radiasi cahaya biru yang rendah juga membuat mata tidak mudah lelah saat menggunakan laptop ini.",1,1,1,0,1,1,1
https://tekno.sindonews.com/read/702041/776/asus-expertbook-b5-flip-adalah-laptop-convertible-untuk-pebisnis-yang-dinamis-1646291011,"ASUS memperkenalkan ExpertBook B5 Flip (B5302F) , sebuah laptop ultra-ringkas, ultra-ringan, dan hadir dalam desain convertible yang sangat fleksibel untuk memenuhi kebutuhan para pebisnis yang dinamis. Dibangun dengan konsep 'Modern style for dynamic business life', ExpertBook B5 Flip (B5302F) hadir dengan bodi yang didesain sangat presisi sekaligus minimalis. Hadir sebagai Reliable Partner for your business, pebisnis yang dinamis membutuhkan laptop khusus yang selalu dapat diandalkan agar setiap kegiatan bisnisnya dapat berjalan tanpa hambatan. ASUS ExpertBook B5 Flip hadir untuk memenuhi kebutuhan tersebut.",1,1,1,1,1,1,1
